path,currentPPN,newPPN
/customer-success-stories/full-sail-university1-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/full-sail-university-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/galenica-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/galliford-try-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/gallo-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/ge-healthcare-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/genting-malaysia-case-study,Experience Cloud,REMOVE
/customer-success-stories/global-fund-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/golden-state-warriors-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/green-rock-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/grundfos-case-study,Experience Manager/XML Documentation Add-on for Adobe Experience Manager,REMOVE
/customer-success-stories/grundfos-customer-experiences-case-study,Experience Cloud,REMOVE
/customer-success-stories/guerrilla-case-study,Experience Cloud,REMOVE
/customer-success-stories/hallmark-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/healthgrades-case-study,Experience Cloud,Workfront
/customer-success-stories/helly-hansen-case-study,Experience Cloud,REMOVE
/customer-success-stories/henkel-case-study,Experience Cloud,REMOVE
/customer-success-stories/hershey-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/hesta-case-study,Experience Cloud,REMOVE
/customer-success-stories/hewlett-packard-enterprise-case-study,Experience Cloud,REMOVE
/customer-success-stories/homag-group-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/hp-case-study,Experience Cloud,Commerce
/customer-success-stories/hugo-boss-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/ibm-2022-case-study,Experience Cloud,REMOVE
/customer-success-stories/ibm-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/iehp-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/ies-communications-case-study,Experience Cloud,Learning Manager
/customer-success-stories/igan-case-study,Experience Cloud,Express
/customer-success-stories/imm-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/informatica-case-study,Experience Cloud,REMOVE
/customer-success-stories/itv-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/jaguar-land-rover-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/james-hardie-building-products-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/jiva-case-study,Experience Cloud,Learning Manager
/customer-success-stories/jll-case-study,Experience Cloud,Workfront
/customer-success-stories/jobcenter-kolding-case-study,Experience Cloud,Connect
/customer-success-stories/juniper-networks-case-study,Experience Cloud,REMOVE
/customer-success-stories/kao-case-study,Experience Cloud,REMOVE
/customer-success-stories/kddi-case-study,Experience Cloud,Campaign
/customer-success-stories/keybank-case-study,Experience Cloud,REMOVE
/customer-success-stories/killer-ink-case-study,Experience Cloud,Commerce
/customer-success-stories/king-com-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/kiwibank-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/k-line-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/kolbe-academy-case-study,Experience Cloud,Connect
/customer-success-stories/kws-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/kyndryl-case-study,Experience Cloud,REMOVE
/customer-success-stories/ladpss-case-study,Experience Cloud,REMOVE
/customer-success-stories/lafayette-148-case-study,Experience Cloud,Commerce
/customer-success-stories/la-rams-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/lash-group-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/layerx-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/learning-guild-case-study,Experience Cloud,Connect
/customer-success-stories/lenovo-case-study,Experience Cloud,REMOVE
/customer-success-stories/liberty-mutual-insurance-case-study,Experience Cloud,REMOVE
/customer-success-stories/life-fitness-case-study,Experience Cloud,Learning Manager
/customer-success-stories/life-sciences-company-case-study,Experience Cloud,Learning Manager
/customer-success-stories/lifesize-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/limbitless-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/lookers-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/lovesac-case-study,Experience Cloud,Commerce
/customer-success-stories/lush-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/manulife-case-study,Experience Cloud,REMOVE
/customer-success-stories/marin-county-case-study,Experience Cloud,Experience Manager Forms
/customer-success-stories/market-america-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/marks-spencer-case-study,Experience Cloud,REMOVE
/customer-success-stories/marriott-case-study,Experience Cloud,REMOVE
/customer-success-stories/master-electronics-case-study,Experience Cloud,Learning Manager
/customer-success-stories/mattel-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/merck-kgaa-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/merck-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/mercy-health-case-study,Experience Cloud,REMOVE
/customer-success-stories/metro-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/meyer-natural-foods-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/milwaukee-bucks-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/mitel-case-study,Experience Manager/XML Documentation Add-on for Adobe Experience Manager,REMOVE
/customer-success-stories/mizuno-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/mondi-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/monster-energy-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/mouser-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/msi-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/mtec-case-study,Document Cloud,Acrobat Sign
/customer-success-stories/nasa-jpl-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/national-bank-of-canada-case-study,Experience Cloud,REMOVE
/customer-success-stories/national-center-for-missing-and-exploited-children-case-study,Experience Cloud,REMOVE
/customer-success-stories/natwest-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/neo4j-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/nintex-k2-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/nordstrom-fusion-case-study,Experience Cloud,Workfront
/customer-success-stories/norfolk-county-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/novozymes-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/npfmc-case-study,Experience Cloud,Connect
/customer-success-stories/nten-case-study,Experience Cloud,REMOVE
/customer-success-stories/ogilvy-case-study,Captivate Prime,Learning Manager
/customer-success-stories/oppenheimer-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/orvis-case-study,Experience Manager,REMOVE
/customer-success-stories/otto-collaboration-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/otto-e-commerce-case-study,Experience Cloud,Customer Journey Analytics
/customer-success-stories/owen-jones-and-partners-case-study,Experience Cloud,Express
/customer-success-stories/ox-dh-case-study,Document Cloud,Acrobat Sign
/customer-success-stories/oxygen-media-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/palo-alto-networks-case-study,Experience Cloud,REMOVE
/customer-success-stories/panasonic-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/pelco-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/penn-state-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/pes-case-study,Experience Cloud,Learning Manager
/customer-success-stories/pethealth-case-study,Experience Cloud,Experience Manager Sites
/customer-success-stories/pga-tour-case-study,Experience Cloud,REMOVE
/customer-success-stories/piaggio-fast-forward-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/pitchbook-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/pitney-bowes-case-study,Experience Cloud,REMOVE
/customer-success-stories/placer-county-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/planet-forward-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/platform-housing-group-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/police-ict-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/portland-trail-blazers-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/princess-cruises-case-study-html,Experience Cloud,REMOVE
/customer-success-stories/prismhr-case-study,Experience Cloud,Learning Manager
/customer-success-stories/prudential-case-study,Experience Cloud,REMOVE
/customer-success-stories/publicis-media-case-study,Experience Cloud,Learning Manager
/customer-success-stories/puma-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/redstone-federal-credit-union-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/regeneron-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/ringcentral-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/ripple-effect-images-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/rite-aid-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/roche-diagnostics-marketo-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/rock-paper-reality-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/rubicon-heritage-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/ryder-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/sage-case-study,Experience Cloud,Workfront
/customer-success-stories/saint-gobain-case-study,Sign,Acrobat Sign
/customer-success-stories/sally-beauty-holdings-case-study,Experience Cloud,Connect
/customer-success-stories/salon-centric-case-study,Experience Cloud,Commerce
/customer-success-stories/san-francisco-tax-office-case-study,Experience Cloud,Experience Manager Forms
/customer-success-stories/save-the-children-case-study,Experience Cloud,REMOVE
/customer-success-stories/schmidt-group-case-study,Experience Cloud,Commerce
/customer-success-stories/schneider-electric-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/scuf-gaming-case-study,Experience Cloud,Commerce
/customer-success-stories/sealed-air-case-study,Experience Cloud,REMOVE
/customer-success-stories/seattle-city-attorneys-office-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/seiko-epson-case-study,Document Cloud,Acrobat Sign
/customer-success-stories/seismic-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/seniority-case-study,Experience Cloud,Analytics
/customer-success-stories/showtime-case-study,Stock,Creative Cloud for Enterprise
/customer-success-stories/sixt-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/skipton-building-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/slater-gordon-group-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/smbxl-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/smithsonian-ar-reef-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/softbank-case-study,Experience Cloud,REMOVE
/customer-success-stories/software-ag-case-study,Experience Cloud,REMOVE
/customer-success-stories/sony-bank-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/sony-interactive-entertainment-case-study,Experience Cloud,REMOVE
/customer-success-stories/stanley-black-decker-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/starhub-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/state-of-vermont-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/steelcase-case-study,Experience Cloud,Commerce
/customer-success-stories/stoke-group-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/strabag-case-study,Sign,Acrobat Sign
/customer-success-stories/sunbelt-rentals-case-study,Experience Cloud,REMOVE
/customer-success-stories/tasktop-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/tata-consulting-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/tavant-case-study,Experience Cloud,Learning Manager
/customer-success-stories/teesside-university-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/telefonica-case-study,Experience Cloud,REMOVE
/customer-success-stories/texas-manufactured-housing-case-study,Experience Cloud,Learning Manager
/customer-success-stories/the-home-depot-case-study,Experience Cloud,REMOVE
/customer-success-stories/thermo-fisher-scientific-case-study,Experience Cloud,Workfront
/customer-success-stories/tintri-case-study,Experience Cloud,Learning Manager
/customer-success-stories/tip-trailer-case-study,Experience Cloud,Learning Manager
/customer-success-stories/tivo-case-study,Experience Cloud,Commerce
/customer-success-stories/tmobile-workfront-case-study,Experience Cloud,Workfront
/customer-success-stories/training-magazine-network-case-study,Experience Cloud,Connect
/customer-success-stories/trane-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/transcat-case-study,Experience Cloud,Commerce
/customer-success-stories/transparent-bpo-case-study,Experience Cloud,Learning Manager
/customer-success-stories/trimble-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/tsb-bank-case-study,Experience Cloud,REMOVE
/customer-success-stories/tsb-case-study,Experience Cloud,REMOVE
/customer-success-stories/uc-davis-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/uci-ocean-agency-case-study,Stock,Stock
/customer-success-stories/uhcu-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/umobile-case-study,Experience Cloud,REMOVE
/customer-success-stories/under-armour-case-study,Experience Cloud,REMOVE
/customer-success-stories/us-census-bureau-case-study,Experience Cloud,REMOVE
/customer-success-stories/usmc-case-study,Experience Cloud,REMOVE
/customer-success-stories/varian-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/viacomcbs-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/virgin-atlantic-case-study,Experience Cloud,REMOVE
/customer-success-stories/visier-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/vodafone-case-study,Experience Cloud,REMOVE
/customer-success-stories/vodafone-training-case-study,Experience Cloud,REMOVE
/customer-success-stories/voice-of-the-oceans-case-study,Experience Cloud,REMOVE
/customer-success-stories/vw-classic-parts-case-study,Experience Cloud,REMOVE
/customer-success-stories/walgreens-boots-alliance-case-study,Experience Cloud,REMOVE
/customer-success-stories/walter-ag-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/warriors-camera-to-cloud-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/waymark-tech-case-study,Experience Cloud,Acrobat Sign
/customer-success-stories/weber-state-university-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/webmd-case-study,Creative Cloud,Creative Cloud for Enterprise
/customer-success-stories/western-digital-case-study,Experience Cloud,REMOVE
/customer-success-stories/workers-credit-union-case-study,Experience Cloud,Learning Manager
/customer-success-stories/wssu-case-study,Experience Cloud,Creative Cloud for Enterprise
/customer-success-stories/wwf-australia-case-study,Experience Cloud,Marketo Engage
/customer-success-stories/xero-case-study,Experience Cloud,REMOVE
/customer-success-stories/xfinity-creative-customer-story,Experience Cloud,REMOVE
/customer-success-stories/yakima-chief-hops-case-study,Experience Cloud,Commerce
/customer-success-stories/yeti-case-study,Experience Cloud,Frame.io
/customer-success-stories/ypo-case-study,Experience Cloud,Learning Manager
/customer-success-stories/zdf-enterprises-case-study,Experience Cloud,REMOVE
/resources/10-ways-adobe-commerce-perfect-todays-b2b-seller,Commerce Cloud,Commerce
/resources/10-ways-adobe-commerce-perfect-todays-b2b-seller/thank-you,,Commerce
/resources/12-things-you-must-know-when-choosing-b2b-ecommerce-platform,Experience Cloud,Commerce
/resources/12-things-you-must-know-when-choosing-b2b-ecommerce-platform/thank-you,,Commerce
/resources/2021-state-work/thank-you,,Workfront
/resources/3-benefits-of-delivering-unified-commerce,Commerce Cloud,Commerce
/resources/3-benefits-of-delivering-unified-commerce/thank-you,,Commerce
/resources/3-segmentation-tactics-ignite-conversion,Commerce Cloud,Commerce
/resources/3-segmentation-tactics-ignite-conversion/thank-you,,Commerce
/resources/5-reasons-upgrade-right-now,Commerce Cloud,Commerce
/resources/5-reasons-upgrade-right-now/thank-you,,Commerce
/resources/5-reasons-why-b2bs-are-building-marketplaces,Commerce Cloud,Commerce
/resources/5-reasons-why-b2bs-are-building-marketplaces/thank-you,,Commerce
/resources/6-must-haves-fast-flexible-ecommerce-platform,Commerce Cloud,Commerce
/resources/6-must-haves-fast-flexible-ecommerce-platform/thank-you,,Commerce
/resources/7-secrets-successful-migration,Commerce Cloud,Commerce
/resources/7-secrets-successful-migration/thank-you,,Commerce
/resources/9-questions-you-need-ask-today-about-your-ecommerce-platform,Commerce Cloud,Commerce
/resources/9-questions-you-need-ask-today-about-your-ecommerce-platform/thank-you,,Commerce
/resources/ada-compliance-comprehensive-guide,Commerce Cloud,Commerce
/resources/ada-compliance-comprehensive-guide/thank-you,,Commerce
/resources/adobe-analytics-sandbox,Experience Cloud,Analytics
/resources/adobe-analytics-sandbox/thank-you,,Analytics
/resources/adobe-commerce-242-performance-benchmarks,Commerce Cloud,Commerce
/resources/adobe-commerce-242-performance-benchmarks/thank-you,,Commerce
/resources/adobe-commerce-2-buyers-journey,Commerce Cloud,Commerce
/resources/adobe-commerce-2-buyers-journey/thank-you,,Commerce
/resources/adobe-commerce-2-migration-overview,Commerce Cloud,Commerce
/resources/adobe-commerce-2-migration-overview/thank-you,,Commerce
/resources/adobe-commerce-2-migration-technical-overview,Commerce Cloud,Commerce
/resources/adobe-commerce-2-migration-technical-overview/thank-you,,Commerce
/resources/adobe-commerce-2-rich-user-experience,Commerce Cloud,Commerce
/resources/adobe-commerce-b2b-infosheet,Commerce Cloud,Commerce
/resources/adobe-commerce-b2b-infosheet/thank-you,,Commerce
/resources/adobe-commerce-business-intelligence,Commerce Cloud,Commerce
/resources/adobe-commerce-order-management,Commerce Cloud,Commerce
/resources/adobe-commerces-architecture-revealed,Commerce Cloud,Commerce
/resources/adobe-commerces-architecture-revealed/thank-you,,Commerce
/resources/adobe-commerce-software-end-support-faq,Commerce Cloud,Commerce
/resources/adobe-commerce-software-end-support-faq/thank-you,,Commerce
/resources/adobe-commerce-vs-shopify-comparison-guide,Commerce Cloud,Commerce
/resources/adobe-commerce-vs-shopify-comparison-guide/thank-you,,Commerce
/resources/adobe-on-video-series,Multi-product,REMOVE
/resources/aem-headless-trials,Experience Cloud,Experience Manager Sites
/resources/ai-powered-commerce-coming-sooner-you-think,Commerce Cloud,Commerce
/resources/all-benefits-chat-your-business,Commerce Cloud,Commerce
/resources/all-benefits-chat-your-business/thank-you,,Commerce
/resources/articles/7-ways-to-drive-customer-education/thank-you,Captivate Prime,Learning Manager
/resources/articles/agile-marketing-for-creative-teams,Experience Cloud,Workfront
/resources/articles/agile-marketing-for-creative-teams/thank-you,,Workfront
/resources/articles/application-of-video-for-corporate-learning/thank-you,Captivate Prime,Learning Manager
/resources/articles/arrival-of-personalized-learning/thank-you,Captivate Prime,Learning Manager
/resources/articles/automate-lms/thank-you,Captivate Prime,Learning Manager
/resources/articles/becoming-one-revenue-team/thank-you,,Marketo Engage
/resources/articles/compliance-lms/thank-you,Captivate Prime,Learning Manager
/resources/articles/customer-education/thank-you,,Learning Manager
/resources/articles/customer-education-help-business-growth/thank-you,,Learning Manager
/resources/articles/enterprise-resource-management-the-complete-guide-to-managing-talent-and-time/thank-you,,Workfront
/resources/articles/forrester-study/thank-you,Captivate Prime,Learning Manager
/resources/articles/franchisee-and-store-training/thank-you,Captivate Prime,Learning Manager
